"stockid","stocklong","country","region","lme","area","areaid","species","comm_name","msy_source","msy_code","msy_units","msy","year","bbmsy","uumsy","bbmsy_source","uumsy_source","bbmsy_notes","uumsy_notes","catch_type","catch_units","catch"
"SWORDSATL","Swordfish South Atlantic","multinational","Atlantic Ocean","South Atlantic Ocean","South Atlantic","multinational-ICCAT-SATL","Xiphias gladius","Swordfish","Assessment","MSY-MT","MT",14210,2012,0.977,0.756546538760694,"Assessment","Assessment","TBdivTBmsy-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",10500
"TARAKNZ","Tarakihi Sub-Antarctic","New Zealand","New Zealand","New Zealand Shelf","Sub-Antarctic","New Zealand-MFish-SA","Nemadactylus macropterus","Tarakihi","Assessment","MSY-MT","MT",682,2007,2.22,0.631535479769876,"Assessment","Assessment","SSBdivSSBmsy-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",957
"TASGIANTCRABTAS","Tasmanian giant crab Tasmania","Australia","Australia","Southeast Australian Shelf","Tasmania","Australia-AFMA-TAS","Pseudocarcinus gigas","Tasmanian giant crab","Estimated from Fox or Schaefer model","MSY-est-MT","MT",65.76027451,2007,0.503013312470436,4.14652587706279,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",57.1
"TIGERFLATSE","Tiger flathead Southeast Australia","Australia","Australia","Southeast Australian Shelf","Southeast Australia","Australia-AFMA-SE","Platycephalus richardsoni","Tiger flathead","Assessment","MSY-MT","MT",2854.058088,2014,1.27839164707989,4.14487468100354,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",2840
"TILEGM","Tilefish Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Lopholatilus chamaeleonticeps","Tilefish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",134.1907424,2009,0.763773083897521,1.81478858699255,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TL","MT",186
"TILEMATLC","Tilefish Mid-Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","Mid-Atlantic Coast","USA-NMFS-MATLC","Lopholatilus chamaeleonticeps","Tilefish","Assessment","MSY-MT","MT",1029,2012,1.01494275179507,0.743243243243243,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",834
"TILESATLC","Tilefish Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Lopholatilus chamaeleonticeps","Tilefish","Assessment","MSY-MT","MT",253.9886108,2014,0.84819189201514,1.52542372881356,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",320
"TREVALLYTRE7","Trevally New Zealand Areas TRE 7","New Zealand","New Zealand","New Zealand Shelf","New Zealand Areas TRE 7","New Zealand-MFish-TRE7","Pseudocaranx dentex","Trevally","Assessment","MSY-MT","MT",1818,2014,1.28698688392497,0.678,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmgt-dimensionless","TC","MT",1530
"TURBLKGSA29","Turbot Black Sea","multinational","Mediterranean-Black Sea","Black Sea","Black Sea","multinational-GFCM-GSA29","Scophthalmus maximus","Turbot","Estimated from Fox or Schaefer model","MSY-est-MT","MT",2563.61284,2014,0.113585058908711,5.38461538461538,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",1160
"VSNAPGM","Vermilion snapper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Rhomboplites aurorubens","Vermilion snapper","Assessment","MSY-MT","MT",1528.606388,2014,1.15736040609137,2.32038834951456,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",1170
"VSNAPSATLC","Vermilion snapper Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Rhomboplites aurorubens","Vermilion snapper","Assessment","MSY-MT","MT",696.7187,2011,0.979933110367893,0.957880872124912,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TL","MT",649
"WANGLVIIIc-IXa","White anglerfish ICES 8c-9a","multinational","European Union","Iberian Coastal","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Lophius piscatorius","White anglerfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",6271.01708,2014,1.63934426229508,0.704166666666667,"Assessment","Assessment","SSBdivSSBmgt-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",2030
"WAREHOUESE","Blue warehou Eastern half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Eastern half of Southeast Australia","Australia-AFMA-ESE","Seriolella brama","Blue warehou","Assessment","MSY-MT","MT",966.66474,2008,1.05117168110303,0.0854150869894623,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",59
"WAREHOUWSE","Blue warehou Western half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Western half of Southeast Australia","Australia-AFMA-WSE","Seriolella brama","Blue warehou","Assessment","MSY-MT","MT",866.7822979,2008,2.24965540196346,0.486025791883965,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",379
"WEAKFISHATLC","Weakfish Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","Atlantic Coast","USA-NMFS-ATLC","Cynoscion regalis","Weakfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",6826.30133,2008,0.130661165143924,0.506263504126952,"Assessment","Uses scaled reference point","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",899
"WHAKEGBGOM","White hake Gulf of Maine / Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","Urophycis tenuis","White hake","Assessment","MSY-MT","MT",5422,2014,0.878648233486943,0.404255319148936,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",2010
"WHITMEDGSA29","Whiting Black Sea","multinational","Mediterranean-Black Sea","Black Sea","Black Sea","multinational-GFCM-GSA29","Merlangius merlangus","Whiting","Estimated from Fox or Schaefer model","MSY-est-MT","MT",9741.307887,2014,0.833253086431926,1.36708860759494,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",8860
"WHITNS-VIId","Whiting ICES 4-7d","multinational","European Union","North Sea","ICES 4-7d","multinational-ICES-IV-VIId","Merlangius merlangus","Whiting","Estimated from Fox or Schaefer model","MSY-est-MT","MT",78441.30694,2014,0.845790244019483,1.33720930232558,"Assessment","Assessment","SSBdivSSBmgt-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",28400
"WHITVIa","Whiting West of Scotland","multinational","European Union","Celtic-Biscay Shelf","West of Scotland","multinational-ICES-VIa","Merlangius merlangus","Whiting","Estimated from Fox or Schaefer model","MSY-est-MT","MT",11828.30953,2014,0.144067037103424,0.400555555555556,"Assessment","Assessment","SSBdivSSBmgt-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",767
"WHITVIIa","Whiting Irish Sea","multinational","European Union","Celtic-Biscay Shelf","Irish Sea","multinational-ICES-VIIa","Merlangius merlangus","Whiting","Estimated from Fox or Schaefer model","MSY-est-MT","MT",139.0631583,2014,0.0587116564417178,6.5296803652968,"Assessment","Assessment","SSBdivSSBmgt-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",1970
"WHITVIIek","Whiting Celtic Sea","multinational","European Union","Celtic-Biscay Shelf","Celtic Sea","multinational-ICES-VIIe-k","Merlangius merlangus","Whiting","Assessment","MSY-MT","MT",21000,2014,1.94285714285714,0.521153846153846,"Assessment","Assessment","SSBdivSSBmgt-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",16800
"WINDOWGOMGB","Windowpane flounder Gulf of Maine / Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","Scophthalmus aquosus","Windowpane flounder","Assessment","MSY-MT","MT",700,2007,0.172857142857143,3.92,"Assessment","Assessment","TBdivTBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",1090
"WINDOWSNEMATL","Windowpane flounder Southern New England /Mid Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","Southern New England /Mid Atlantic","USA-NMFS-SNEMATL","Scophthalmus aquosus","Windowpane flounder","Assessment","MSY-MT","MT",500,2007,0.561764705882353,1.25850340136054,"Assessment","Assessment","TBdivTBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",349
"WINFLOUN4T","Winter flounder Southern Gulf of St. Lawrence","Canada","Canada East Coast","Scotian Shelf","Southern Gulf of St. Lawrence","Canada-DFO-4T","Pseudopleuronectes americanus","Winter flounder","Estimated from Fox or Schaefer model","MSY-est-MT","MT",15112.5704,2011,1.16969475588324,0.0170842557053884,"Uses model estimated reference point","Uses scaled reference point","SSBdivSSBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TL","MT",302
"WINFLOUN5Z","Winter flounder Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Georges Bank","USA-NMFS-5Z","Pseudopleuronectes americanus","Winter flounder","Assessment","MSY-MT","MT",2840,2014,0.429850746268657,1.45149253731343,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",1220
"WINFLOUNSNEMATL","Winter flounder Southern New England /Mid Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","Southern New England /Mid Atlantic","USA-NMFS-SNEMATL","Pseudopleuronectes americanus","Winter flounder","Assessment","MSY-MT","MT",11728,2014,NA,0.492307692307692,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",753
"WITFLOUN4RST","Witch flounder Gulf of St. Lawrence","Canada","Canada East Coast","Labrador - Newfoundland","Gulf of St. Lawrence","Canada-DFO-4RST","Glyptocephalus cynoglossus","Witch flounder","Assessment","MSY-MT","MT",1990,2011,0.18689138576779,1.27571428571429,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TL","MT",442
"WITFLOUN5Y","Witch flounder Gulf of Maine","USA","US East Coast","Northeast U.S. Continental Shelf","Gulf of Maine","USA-NMFS-5Y","Glyptocephalus cynoglossus","Witch flounder","Assessment","MSY-MT","MT",1957,2014,0.219571413490974,2.46236559139785,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",604
"WLFLOUNNPAC","Willowy flounder North Pacific","Japan","Japan","Kuroshio Current","North Pacific","Japan-FAJ-NPAC","Tanakius kitaharae","Willowy flounder","Assessment","MSY-MT","MT",144.6048296,2013,1.04291044776119,0.571493885015433,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",80
"WMARLINATL","White marlin Atlantic Ocean","multinational","Atlantic Ocean","North Atlantic Ocean","Atlantic Ocean","multinational-ICCAT-ATL","Kajikia albida","White marlin","Assessment","MSY-MT","MT",1239,2010,0.322196412028058,0.718003009323296,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",434
"WPOLLAI","Walleye pollock Aleutian Islands","USA","US Alaska","East Bering Sea","Aleutian Islands","USA-NMFS-AI","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",14736.09201,2012,0.980162071869349,0.0205882352941176,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",975
"WPOLLEBS","Walleye pollock Eastern Bering Sea","USA","US Alaska","East Bering Sea","Eastern Bering Sea","USA-NMFS-EBS","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",1469020.767,2014,1.51437371663244,0.352640545144804,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",1290000
"WPOLLGA","Walleye pollock Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",125914.4285,2014,1.12066599579178,0.621052631578947,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",143000
"WPOLLNAVAR","Walleye pollock Navarinsky","Russia","Other","Northern Bering - Chukchi Seas","Navarinsky","Russia-RFFA-NAVAR","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",687301.8956,2006,1.47133757961783,0.711864406779661,"Assessment","Assessment","SSBdivSSBmgt-calc-dimensionless","FdivFmgt-calc-dimensionless","TL","MT",467000
"WPOLLNSO","Walleye pollock Northern Sea of Okhotsk","Russia","Other","Sea of Okhotsk","Northern Sea of Okhotsk","Russia-RFFA-NSO","Gadus chalcogrammus","Walleye pollock","Assessment","MSY-MT","MT",966700,2010,0.994301434466496,0.685106382978724,"Assessment","Assessment","SSBdivSSBmgt-calc-dimensionless","FdivFmgt-calc-dimensionless","TL","MT",1180000
"WPOLLWBS","Walleye pollock Western Bering Sea","Russia","Other","West Bering Sea","Western Bering Sea","Russia-RFFA-WBS","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",12002.38259,2008,2.63984568751722,5.41884727709979,"Assessment","Uses scaled reference point","SSBdivSSBmgt-calc-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",103000
"WROCKPCOAST","Widow rockfish Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sebastes entomelas","Widow rockfish","Assessment","MSY-MT","MT",7776,2014,1.7253662918564,0.1144,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",726
"WSHRIMPGM","White shrimp Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Litopenaeus setiferus","White shrimp","Estimated from Fox or Schaefer model","MSY-est-MT","MT",116653.336,2014,1.67592301959162,0.454022988505747,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",26500
"YEGROUPGM","Yellowedge grouper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Hyporthodus flavolimbatus","Yellowedge grouper","Assessment","MSY-MT","MT",375,2009,1.66597251145356,0.68,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",376
"YELL3LNO","Yellowtail flounder Grand Banks","multinational","Canada East Coast","Labrador - Newfoundland","Grand Banks","multinational-NAFO-3LNO","Limanda ferruginea","Yellowtail flounder","Assessment","MSY-MT","MT",18730,2014,1.76,0.24,"Assessment","Assessment","TBdivTBmsy-dimensionless","FdivFmsy-dimensionless","TC","MT",7990
"YELLCCODGOM","Yellowtail flounder Cape Cod / Gulf of Maine","USA","US East Coast","Northeast U.S. Continental Shelf","Cape Cod / Gulf of Maine","USA-NMFS-CCOD5Y","Limanda ferruginea","Yellowtail flounder","Assessment","MSY-MT","MT",1285,2014,0.162958737402548,2.29390681003584,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",480
"YELLGB","Yellowtail flounder Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Georges Bank","USA-NMFS-GB","Limanda ferruginea","Yellowtail flounder","Assessment","MSY-MT","MT",9400,2007,0.220601851851852,1.14173228346457,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",1660
"YELLSNEMATL","Yellowtail flounder Southern New England /Mid Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","Southern New England /Mid Atlantic","USA-NMFS-SNEMATL","Limanda ferruginea","Yellowtail flounder","Assessment","MSY-MT","MT",541,2014,0.124042879019908,10.1146131805158,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",625
"YEYEROCKPCOAST","Yelloweye rockfish Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sebastes ruberrimus","Yelloweye rockfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",81.03519177,2014,0.574069569447823,0.258,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",8.8
"YFINATL","Yellowfin tuna Atlantic Ocean","multinational","Atlantic Ocean","North Atlantic Ocean","Atlantic Ocean","multinational-ICCAT-ATL","Thunnus albacares","Yellowfin tuna","Estimated from Fox or Schaefer model","MSY-est-MT","MT",122873.439,2014,0.98,0.77,"Assessment","Assessment","TBdivTBmsy-dimensionless","FdivFmsy-dimensionless","TL","MT",97000
"YFINCWPAC","Yellowfin tuna Central Western Pacific Ocean","multinational","Pacific Ocean","North Pacific Ocean","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Thunnus albacares","Yellowfin tuna","Estimated from Fox or Schaefer model","MSY-est-MT","MT",13578.78335,2014,1.35,0.658,"Assessment","Assessment","SSBdivSSBmsy-dimensionless","FdivFmsy-dimensionless","TL","MT",588000
"YFINEIO","Yellowfin tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Thunnus albacares","Yellowfin tuna","Assessment","MSY-MT","MT",422000,2014,0.906,1.23,"Assessment","Assessment","SSBdivSSBmsy-dimensionless","FdivFmsy-dimensionless","TC","MT",438000
"YFINEPAC","Yellowfin tuna Eastern Pacific","multinational","Pacific Ocean","South Pacific Ocean","Eastern Pacific","multinational-IATTC-EPAC","Thunnus albacares","Yellowfin tuna","Assessment","MSY-MT","MT",274960,2014,0.863,1.01,"Assessment","Assessment","SSBdivSSBmsy-dimensionless","FdivFmsy-dimensionless","TL","MT",246000
"YNOSESKACSCH","Yellownose skate Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Zearaja chilensis","Yellownose skate","Estimated from Fox or Schaefer model","MSY-est-MT","MT",413.1033818,2014,0.567674288528805,0.0530645161290323,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",15
