"source","stockid","lme","comm_name","species","year","msy_mt","bbmsy","uumsy"
"SAUP","Patagonian Shelf-Pogonias cromis","Patagonian Shelf","Black drum","Pogonias cromis",2014,1352.56257054079,1.94093089437931,0.465305721215555
"SAUP","Patagonian Shelf-Pomatomus saltatrix","Patagonian Shelf","Bluefish","Pomatomus saltatrix",2014,4656.97211383223,1.6147509822761,0.622204432856572
"SAUP","Patagonian Shelf-Prionace glauca","Patagonian Shelf","Blue shark","Prionace glauca",2014,49.1648903680066,0.94377266915785,0.0244903390119508
"SAUP","Patagonian Shelf-Pseudopercis semifasciata","Patagonian Shelf","Argentinian sandperch","Pseudopercis semifasciata",2014,2340.78587330406,0.777677382517539,0.500995327186267
"SAUP","Patagonian Shelf-Salilota australis","Patagonian Shelf","Tadpole codling","Salilota australis",2014,4372.57222175624,1.01032544502628,0.959742503951983
"SAUP","Patagonian Shelf-Sarda sarda","Patagonian Shelf","Atlantic bonito","Sarda sarda",2014,454.25713522613,0.661608303634062,0.788509559550082
"SAUP","Patagonian Shelf-Squatina argentina","Patagonian Shelf","Argentine angelshark","Squatina argentina",2014,3674.06398967158,1.37187528751239,0.752079867334625
"SAUP","Patagonian Shelf-Thunnus albacares","Patagonian Shelf","Yellowfin tuna","Thunnus albacares",2014,50.7285222547188,0.590407150538733,0.00711805186104645
"SAUP","Patagonian Shelf-Thunnus thynnus","Patagonian Shelf","Atlantic bluefin tuna","Thunnus thynnus",2014,414.811491732417,0.581332782209692,0
"SAUP","Patagonian Shelf-Trachurus lathami","Patagonian Shelf","Rough scad","Trachurus lathami",2014,201.950401958447,0.715971006403732,0.99661804394408
"SAUP","Patagonian Shelf-Trichiurus lepturus","Patagonian Shelf","Largehead hairtail","Trichiurus lepturus",2014,514.956028821067,1.26122232224243,0.864069237769395
"SAUP","Patagonian Shelf-Umbrina canosai","Patagonian Shelf","Argentine croaker","Umbrina canosai",2014,5767.57930490918,1.18925132291202,0.483568230840961
"SAUP","Patagonian Shelf-Urophycis brasiliensis","Patagonian Shelf","Brazilian codling","Urophycis brasiliensis",2014,3404.45828150059,1.49359566217441,0.627038445636564
"SAUP","Patagonian Shelf-Zidona dufresnei","Patagonian Shelf","Angulate volute","Zidona dufresnei",2014,287.630103577113,0.604120437759737,0.514406999946207
"SAUP","Patagonian Shelf-Zygochlamys patagonica","Patagonian Shelf","Patagonean scallop","Zygochlamys patagonica",2014,31392.5086426033,0.975942300558623,1.16010328080348
"SAUP","Red Sea-Euthynnus affinis","Red Sea","Kawakawa","Euthynnus affinis",2014,2121.95697277019,1.37651516566015,0.617208234542974
"SAUP","Red Sea-Lethrinus lentjan","Red Sea","Pink ear emperor","Lethrinus lentjan",2014,1828.34623452629,1.84270073633066,0.360726649350104
"SAUP","Red Sea-Crenimugil seheli","Red Sea","Bluespot mullet","Crenimugil seheli",2014,413.178841461561,0.758408792255277,0.886431472703562
"SAUP","Red Sea-Rastrelliger kanagurta","Red Sea","Indian mackerel","Rastrelliger kanagurta",2014,15262.8927054781,1.66123609045559,0.431471191170505
"SAUP","Red Sea-Scomberomorus commerson","Red Sea","Narrowbarred Spanish mackerel","Scomberomorus commerson",2014,5855.78932581916,0.865593362733487,0.810664585848724
"SAUP","Scotian Shelf-Alosa pseudoharengus","Scotian Shelf","Alewife","Alosa pseudoharengus",2014,NA,NA,NA
"SAUP","Scotian Shelf-Brosme brosme","Scotian Shelf","Tusk","Brosme brosme",2014,1039.58299280853,0.745430873771396,0.143953620391269
"SAUP","Scotian Shelf-Cancer irroratus","Scotian Shelf","Atlantic rock crab","Cancer irroratus",2014,3776.19738442715,1.59327237300755,0.769051138260832
"SAUP","Scotian Shelf-Chionoecetes opilio","Scotian Shelf","Snow crab","Chionoecetes opilio",2014,8147.0170325891,0.592608795595495,0
"SAUP","Scotian Shelf-Chlamys islandica","Scotian Shelf","Iceland scallop","Chlamys islandica",2014,278.015462075172,0.54917683385399,0.0155329034312942
"SAUP","Scotian Shelf-Clupea harengus","Scotian Shelf","Atlantic herring","Clupea harengus",2014,9078.00641691834,0.556604945498405,0
"SAUP","Scotian Shelf-Coryphaenoides rupestris","Scotian Shelf","Roundnose grenadier","Coryphaenoides rupestris",2014,2399.43614585536,0.721624342629237,0
"SAUP","Scotian Shelf-Crassostrea virginica","Scotian Shelf","American cupped oyster","Crassostrea virginica",2014,877.981132499465,1.10477982490217,1.13522410959437
"SAUP","Scotian Shelf-Gadus morhua","Scotian Shelf","Atlantic cod","Gadus morhua",2014,14797.0116010274,0.66257901412709,0.476144722064948
"SAUP","Scotian Shelf-Glyptocephalus cynoglossus","Scotian Shelf","Witch flounder","Glyptocephalus cynoglossus",2014,2716.60907728864,0.598887381286799,0.249688391904537
"SAUP","Scotian Shelf-Hippoglossoides platessoides","Scotian Shelf","American plaice","Hippoglossoides platessoides",2014,26482.5362858223,0.620498324757361,0.016269582082804
"SAUP","Scotian Shelf-Hippoglossus hippoglossus","Scotian Shelf","Atlantic halibut","Hippoglossus hippoglossus",2014,1103.09736953692,0.809302107046598,0
"SAUP","Scotian Shelf-Homarus americanus","Scotian Shelf","American lobster","Homarus americanus",2014,50355.8793527158,1.72170172024257,1.02280231985844
"SAUP","Scotian Shelf-Illex illecebrosus","Scotian Shelf","Northern shortfin squid","Illex illecebrosus",2014,848.832631578766,0.608808903932044,0.000373103906176696
"SAUP","Scotian Shelf-Limanda ferruginea","Scotian Shelf","Yellowtail flounder","Limanda ferruginea",2014,3760.06501756115,0.657603080614009,0.0133577611034109
"SAUP","Scotian Shelf-Lophius americanus","Scotian Shelf","American angler","Lophius americanus",2014,400.773303925978,0.645044363696853,0.227027083018893
"SAUP","Scotian Shelf-Mallotus villosus","Scotian Shelf","Capelin","Mallotus villosus",2014,7149.00481662386,0.726882263342012,0.190569443513837
"SAUP","Scotian Shelf-Melanogrammus aeglefinus","Scotian Shelf","Haddock","Melanogrammus aeglefinus",2014,9481.22523762711,0.66822502149815,0.219413834183265
"SAUP","Scotian Shelf-Mercenaria mercenaria","Scotian Shelf","Northern quahog","Mercenaria mercenaria",2014,194.435340687837,0.972097730914072,2.0828125193261
"SAUP","Scotian Shelf-Merluccius bilinearis","Scotian Shelf","Silver hake","Merluccius bilinearis",2014,4764.82736513059,0.637030988910206,0.471213947064125
"SAUP","Scotian Shelf-Pandalus borealis","Scotian Shelf","Northern prawn","Pandalus borealis",2014,1649.7464748942,0.549107100781785,0
"SAUP","Scotian Shelf-Placopecten magellanicus","Scotian Shelf","American sea scallop","Placopecten magellanicus",2014,14087.2225791827,1.58577123679638,1.07776948998017
"SAUP","Scotian Shelf-Pollachius virens","Scotian Shelf","Saithe","Pollachius virens",2014,3770.49092315201,0.702983035969901,0.375654291804161
"SAUP","Scotian Shelf-Pseudopleuronectes americanus","Scotian Shelf","Winter flounder","Pseudopleuronectes americanus",2014,456.266335152658,0.757143791750405,1.63638872207204
"SAUP","Scotian Shelf-Reinhardtius hippoglossoides","Scotian Shelf","Greenland halibut","Reinhardtius hippoglossoides",2014,4595.7433800626,0.78443148247315,0.0161969880554975
"SAUP","Scotian Shelf-Salmo salar","Scotian Shelf","Atlantic salmon","Salmo salar",2014,544.517646641156,0.88100477014745,1.12096032598041
"SAUP","Scotian Shelf-Scomber scombrus","Scotian Shelf","Atlantic mackerel","Scomber scombrus",2014,16017.9214769761,0.786219152796786,0.168696581591801
"SAUP","Scotian Shelf-Squalus acanthias","Scotian Shelf","Piked dogfish","Squalus acanthias",2014,124.631703780167,0.815670453101927,0.211059466181144
"SAUP","Scotian Shelf-Urophycis chuss","Scotian Shelf","Red hake","Urophycis chuss",2014,943.601850266884,0.805980825033774,0.497502515904421
"SAUP","Scotian Shelf-Urophycis tenuis","Scotian Shelf","White hake","Urophycis tenuis",2014,3079.74396848402,0.71411221172985,0.185674595901976
"SAUP","Scotian Shelf-Xiphias gladius","Scotian Shelf","Swordfish","Xiphias gladius",2014,740.268083204717,1.55279024998734,0.58151260622101
"SAUP","Sea of Japan-Acetes japonicus","Sea of Japan","Akiami paste shrimp","Acetes japonicus",2014,33527.5129621338,1.74459534975184,0.467589245411363
"SAUP","Sea of Japan-Ammodytes personatus","Sea of Japan","Pacific sandlance","Ammodytes personatus",2014,68714.8111081074,1.29269015648748,0.615658373198618
"SAUP","Sea of Japan-Arctoscopus japonicus","Sea of Japan","Japanese sandfish","Arctoscopus japonicus",2014,6228.41660274278,0.816845955483653,0.609370203376166
"SAUP","Sea of Japan-Atheresthes evermanni","Sea of Japan","Kamchatka flounder","Atheresthes evermanni",2014,2173.64864537202,0.754498254311223,0.0558515734228001
"SAUP","Sea of Japan-Chionoecetes japonicus","Sea of Japan","Red snow crab","Chionoecetes japonicus",2014,8931.37312225374,1.27720121845168,0.938924276658215
"SAUP","Sea of Japan-Chionoecetes opilio","Sea of Japan","Snow crab","Chionoecetes opilio",2014,4537.80366431173,1.77270325921517,3.07052569595495
"SAUP","Sea of Japan-Clupea pallasii pallasii","Sea of Japan","Pacific herring","Clupea pallasii pallasii",2014,126935.086485513,1.72327135185173,0.471802691268696
"SAUP","Sea of Japan-Cololabis saira","Sea of Japan","Pacific saury","Cololabis saira",2014,127451.714698407,1.51253566087213,0.657779327435329
"SAUP","Sea of Japan-Conger myriaster","Sea of Japan","Whitespotted conger","Conger myriaster",2014,5305.66564181982,1.11418220396466,0.723929514271979
"SAUP","Sea of Japan-Crassostrea gigas","Sea of Japan","Pacific cupped oyster","Crassostrea gigas",2014,3061.57879030111,1.32005690316052,0.722329704691978
"SAUP","Sea of Japan-Eleginus gracilis","Sea of Japan","Saffron cod","Eleginus gracilis",2014,8899.6842611568,1.51218364756111,0.571423702950348
"SAUP","Sea of Japan-Engraulis japonicus","Sea of Japan","Japanese anchovy","Engraulis japonicus",2014,270708.713609348,1.73802562768244,0.442083780267698
"SAUP","Sea of Japan-Fenneropenaeus chinensis","Sea of Japan","Fleshy prawn","Fenneropenaeus chinensis",2014,6717.98037881286,1.78294244245396,0.493186104542658
"SAUP","Sea of Japan-Gadus macrocephalus","Sea of Japan","Pacific cod","Gadus macrocephalus",2014,81048.4673516903,0.997421913249605,0.690513752827167
"SAUP","Sea of Japan-Hippoglossus stenolepis","Sea of Japan","Pacific halibut","Hippoglossus stenolepis",2014,978.377544849798,0.907289463424162,1.35115874925056
"SAUP","Sea of Japan-Hypoptychus dybowskii","Sea of Japan","Korean sandeel","Hypoptychus dybowskii",2014,NA,NA,NA
"SAUP","Sea of Japan-Ilisha elongata","Sea of Japan","Elongate ilisha","Ilisha elongata",2014,4599.87916856413,1.76936034945838,0.412545108181885
"SAUP","Sea of Japan-Istiompax indica","Sea of Japan","Black marlin","Istiompax indica",2014,150.833482656219,0.706909690237976,0.472201933786511
"SAUP","Sea of Japan-Kajikia audax","Sea of Japan","Striped marlin","Kajikia audax",2014,544.721735825443,0.634640102605754,0.13486713788026
"SAUP","Sea of Japan-Katsuwonus pelamis","Sea of Japan","Skipjack tuna","Katsuwonus pelamis",2014,536.768232592528,0.825212933086723,0.199194750611027
"SAUP","Sea of Japan-Konosirus punctatus","Sea of Japan","Dotted gizzard shad","Konosirus punctatus",2014,NA,NA,NA
"SAUP","Sea of Japan-Larimichthys polyactis","Sea of Japan","Yellow croaker","Larimichthys polyactis",2014,7864.79235051918,1.65262082859669,0.422038101544101
"SAUP","Sea of Japan-Lateolabrax japonicus","Sea of Japan","Japanese seaperch","Lateolabrax japonicus",2014,3507.1009804514,1.81108101578597,0.371727053208687
"SAUP","Sea of Japan-Mallotus villosus","Sea of Japan","Capelin","Mallotus villosus",2014,2260.39258866529,0.932024940237254,0.948755027228886
"SAUP","Sea of Japan-Metapenaeus joyneri","Sea of Japan","Shiba shrimp","Metapenaeus joyneri",2014,147.364012954221,0.639893460629475,1.56448555047353
"SAUP","Sea of Japan-Mizuhopecten yessoensis","Sea of Japan","Yesso scallop","Mizuhopecten yessoensis",2014,805.252823226815,1.75545597016535,0.92827204514673
"SAUP","Sea of Japan-Mugil cephalus","Sea of Japan","Flathead grey mullet","Mugil cephalus",2014,10380.7118298201,1.76301610556023,0.473811413395258
"SAUP","Sea of Japan-Muraenesox cinereus","Sea of Japan","Daggertooth pike conger","Muraenesox cinereus",2014,3850.09896303081,0.977763356421148,1.93726951821397
"SAUP","Sea of Japan-Mytilus coruscus","Sea of Japan","Korean mussel","Mytilus coruscus",2014,183.930469432928,0.711452637275306,1.06551438337311
"SAUP","Sea of Japan-Oncorhynchus gorbuscha","Sea of Japan","Pink salmon","Oncorhynchus gorbuscha",2014,62589.2996372023,1.26637875075228,0.642562035239109
"SAUP","Sea of Japan-Oncorhynchus keta","Sea of Japan","Chum salmon","Oncorhynchus keta",2014,55409.4765086217,1.91088258809909,0.519191017190137
"SAUP","Sea of Japan-Oncorhynchus kisutch","Sea of Japan","Coho salmon","Oncorhynchus kisutch",2014,8963.7784909775,1.87954024371387,0.741717612326697
"SAUP","Sea of Japan-Oncorhynchus masou","Sea of Japan","Masu salmon","Oncorhynchus masou",2014,440.600965164766,0.689422880927933,0.585339576655621
"SAUP","Sea of Japan-Oncorhynchus nerka","Sea of Japan","Sockeye salmon","Oncorhynchus nerka",2014,7120.44558836595,1.64580982794869,0.536296451246541
"SAUP","Sea of Japan-Paralichthys olivaceus","Sea of Japan","Bastard halibut","Paralichthys olivaceus",2014,1309.42135912681,0.911463101952273,1.04669208940392
"SAUP","Sea of Japan-Paralithodes camtschaticus","Sea of Japan","Red king crab","Paralithodes camtschaticus",2014,2517.69351462013,1.13405636776999,1.16921329786089
"SAUP","Sea of Japan-Pleurogrammus azonus","Sea of Japan","Okhostk atka mackerel","Pleurogrammus azonus",2014,50666.5550511794,0.957144689524614,0.647138998345886
"SAUP","Sea of Japan-Pleurogrammus monopterygius","Sea of Japan","Atka mackerel","Pleurogrammus monopterygius",2014,13073.1106030918,1.44360574908845,0.960222386100365
"SAUP","Sea of Japan-Portunus pelagicus","Sea of Japan","Blue swimming crab","Portunus pelagicus",2014,6312.97737081634,1.79099110893271,0.455090388518043
"SAUP","Sea of Japan-Portunus trituberculatus","Sea of Japan","Gazami crab","Portunus trituberculatus",2014,21839.479517139,1.77910760625878,0.523380066582032
"SAUP","Sea of Japan-Pseudopleuronectes herzensteini","Sea of Japan","Yellow striped flounder","Pseudopleuronectes herzensteini",2014,9432.90437843514,1.48415365859926,0.578744488315688
"SAUP","Sea of Japan-Reinhardtius hippoglossoides","Sea of Japan","Greenland halibut","Reinhardtius hippoglossoides",2014,1596.20344484521,1.80777591575699,0.710214433962073
"SAUP","Sea of Japan-Ruditapes philippinarum","Sea of Japan","Japanese carpet shell","Ruditapes philippinarum",2014,2137.29646056378,1.07475731332996,0.973446953787746
"SAUP","Sea of Japan-Sardinella zunasi","Sea of Japan","Japanese sardinella","Sardinella zunasi",2014,NA,NA,NA
"SAUP","Sea of Japan-Sardinops sagax","Sea of Japan","Pacific sardine","Sardinops sagax",2014,178435.763763465,0.625202239266232,0.464060283281762
"SAUP","Sea of Japan-Scomber japonicus","Sea of Japan","Chub mackerel","Scomber japonicus",2014,65864.5799034671,1.1866170266847,0.705392347272205
"SAUP","Sea of Japan-Scomberomorus niphonius","Sea of Japan","Japanese Spanish mackerel","Scomberomorus niphonius",2014,4351.6272604469,1.54963889578559,0.483155641020613
"SAUP","Sea of Japan-Seriola lalandi","Sea of Japan","Yellowtail amberjack","Seriola lalandi",2014,15162.785035216,1.92044122402411,0.366400980800546
"SAUP","Sea of Japan-Gadus chalcogrammus","Sea of Japan","Alaska pollock","Gadus chalcogrammus",2014,592374.27148171,1.01564376792524,0.811179594572618
"SAUP","Sea of Japan-Thunnus alalunga","Sea of Japan","Albacore","Thunnus alalunga",2014,1225.09341897887,0.714495874134696,0.146760068606311
"SAUP","Sea of Japan-Thunnus albacares","Sea of Japan","Yellowfin tuna","Thunnus albacares",2014,3100.36855368324,1.11904649654929,1.12675424295071
"SAUP","Sea of Japan-Thunnus obesus","Sea of Japan","Bigeye tuna","Thunnus obesus",2014,2912.55196564655,0.680925374242215,0.035084133032392
"SAUP","Sea of Japan-Thunnus orientalis","Sea of Japan","Pacific bluefin tuna","Thunnus orientalis",2014,1417.07428454277,1.04321093130704,0.903781884946114
"SAUP","Sea of Japan-Todarodes pacificus","Sea of Japan","Japanese flying squid","Todarodes pacificus",2014,260611.303777671,1.26537583520264,0.656570431138775
"SAUP","Sea of Japan-Trachurus japonicus","Sea of Japan","Japanese jack mackerel","Trachurus japonicus",2014,104246.671298378,0.879747385389331,0.498757974863547
"SAUP","Sea of Japan-Trachysalambria curvirostris","Sea of Japan","Southern rough shrimp","Trachysalambria curvirostris",2014,5360.71793156275,1.6859672171605,0.474215909441972
"SAUP","Sea of Japan-Trichiurus lepturus","Sea of Japan","Largehead hairtail","Trichiurus lepturus",2014,32346.0983144772,1.34559393475779,0.717091217001466
